Route,transportation_mode,avg_cost,avg_carbon,on_time_percent,shipment_count
PORT_005 -> PORT_056,Air,11419.58,3232.54,0.0,1
PORT_005 -> PORT_061,Road,34850.54,3953.6,100.0,1
PORT_005 -> PORT_063,Air,48401.37,4291.13,100.0,1
PORT_005 -> PORT_063,Rail,7207.71,3361.54,100.0,1
PORT_005 -> PORT_063,Sea,19130.67,964.53,0.0,1
PORT_005 -> PORT_066,Rail,31408.42,2223.43,100.0,1
PORT_005 -> PORT_077,Air,39765.87,2877.62,100.0,1
PORT_005 -> PORT_079,Road,15620.66,1766.69,100.0,1
PORT_005 -> PORT_079,Sea,33194.6,4526.3,100.0,1
PORT_005 -> PORT_080,Sea,44392.71,4568.57,100.0,1
PORT_005 -> PORT_084,Road,49806.92,295.73,100.0,1
PORT_005 -> PORT_086,Sea,29066.95,649.01,100.0,1
PORT_005 -> PORT_088,Road,26679.33,4081.43,100.0,2
PORT_005 -> PORT_089,Road,27032.63,3221.14,100.0,1
PORT_005 -> PORT_090,Rail,3183.59,4171.83,100.0,1
PORT_005 -> PORT_090,Road,3471.97,2342.39,100.0,1
PORT_005 -> PORT_092,Sea,33873.89,2083.81,100.0,2
PORT_005 -> PORT_097,Rail,18152.02,4648.58,100.0,1
PORT_005 -> PORT_098,Air,2246.77,3938.1,100.0,1
PORT_005 -> PORT_098,Sea,14727.85,3767.87,0.0,1
PORT_005 -> PORT_100,Air,37134.5,75.11,100.0,1
PORT_005 -> PORT_101,Rail,13878.64,3491.19,0.0,1
PORT_005 -> PORT_102,Road,23741.14,4531.46,100.0,1
PORT_005 -> PORT_102,Sea,40550.31,1065.08,100.0,1
PORT_005 -> PORT_105,Air,13807.29,1067.6,100.0,2
PORT_005 -> PORT_105,Road,27332.26,2365.18,100.0,1
PORT_005 -> PORT_107,Sea,4789.67,1788.52,100.0,1
PORT_005 -> PORT_113,Rail,22760.34,3740.78,100.0,1
PORT_005 -> PORT_114,Air,48182.48,3747.46,100.0,1
PORT_005 -> PORT_116,Multimodal,36233.06,3408.55,0.0,1
PORT_005 -> PORT_116,Sea,19741.64,1322.82,100.0,1
PORT_005 -> PORT_117,Air,16969.77,2089.21,100.0,1
PORT_005 -> PORT_120,Sea,908.21,2128.21,100.0,1
PORT_005 -> PORT_121,Air,29527.48,4180.23,100.0,1
PORT_005 -> PORT_121,Multimodal,37235.31,270.51,0.0,1
PORT_005 -> PORT_121,Rail,1578.42,220.16,100.0,1
PORT_005 -> PORT_122,Road,11437.67,3125.37,100.0,1
PORT_005 -> PORT_123,Air,18740.11,1645.03,0.0,1
PORT_005 -> PORT_128,Multimodal,17192.15,862.09,100.0,1
PORT_005 -> PORT_128,Rail,37172.03,179.87,100.0,1
PORT_005 -> PORT_129,Rail,35347.28,709.82,100.0,1
PORT_005 -> PORT_129,Road,12621.84,1071.6,100.0,1
PORT_005 -> PORT_130,Rail,38182.28,2406.35,100.0,2
PORT_005 -> PORT_130,Road,22422.86,800.27,100.0,1
PORT_005 -> PORT_131,Road,35528.16,3406.83,0.0,1
PORT_005 -> PORT_133,Rail,17269.7,3921.75,100.0,1
PORT_005 -> PORT_135,Rail,25022.32,1108.01,100.0,1
PORT_005 -> PORT_136,Rail,7089.33,3975.23,100.0,1
PORT_005 -> PORT_137,Air,22805.16,1389.76,0.0,1
PORT_005 -> PORT_137,Multimodal,13025.74,2688.4,50.0,2
PORT_005 -> PORT_138,Road,37252.82,3497.13,0.0,1
PORT_005 -> PORT_139,Rail,7081.41,4635.24,100.0,1
PORT_005 -> PORT_142,Rail,41111.98,3656.5,0.0,1
PORT_005 -> PORT_143,Sea,6857.78,3428.64,100.0,1
PORT_005 -> PORT_145,Sea,18310.94,2370.26,100.0,1
PORT_005 -> PORT_147,Rail,25754.0,946.94,100.0,1
PORT_005 -> PORT_151,Road,33971.68,2618.47,100.0,2
PORT_005 -> PORT_152,Rail,7283.11,3584.67,100.0,1
PORT_005 -> PORT_154,Air,46230.16,4693.32,100.0,1
PORT_005 -> PORT_156,Multimodal,44668.91,78.96,100.0,1
PORT_005 -> PORT_159,Rail,13166.11,850.25,100.0,1
PORT_005 -> PORT_160,Air,15765.37,1800.41,100.0,1
PORT_005 -> PORT_161,Multimodal,9909.37,961.88,100.0,1
PORT_005 -> PORT_167,Road,39160.79,1331.82,0.0,1
PORT_005 -> PORT_169,Air,40155.24,4890.33,100.0,1
PORT_005 -> PORT_172,Road,36100.22,1902.87,100.0,1
PORT_005 -> PORT_173,Air,15158.15,3563.43,100.0,1
PORT_005 -> PORT_176,Rail,33729.98,2170.74,100.0,1
PORT_005 -> PORT_182,Sea,25008.71,4957.94,100.0,1
PORT_005 -> PORT_183,Air,44297.45,4742.18,100.0,1
PORT_005 -> PORT_184,Road,10222.11,2631.59,100.0,1
PORT_005 -> PORT_186,Air,12219.09,2278.65,0.0,1
PORT_005 -> PORT_186,Road,32580.58,4296.49,100.0,1
PORT_005 -> PORT_187,Road,21100.01,3330.14,0.0,1
PORT_005 -> PORT_188,Road,20343.96,2936.03,0.0,1
PORT_005 -> PORT_191,Sea,27458.95,1954.13,100.0,2
PORT_005 -> PORT_193,Road,19669.48,3732.12,50.0,2
PORT_005 -> PORT_195,Multimodal,11327.97,4262.67,100.0,1
PORT_005 -> PORT_196,Multimodal,17566.62,2537.84,100.0,2
PORT_005 -> PORT_197,Rail,15006.08,4036.43,0.0,1
PORT_005 -> PORT_197,Road,15757.78,1113.57,100.0,1
PORT_006 -> PORT_004,Rail,42337.51,688.87,100.0,2
PORT_006 -> PORT_008,Multimodal,26836.16,1130.08,100.0,2
PORT_006 -> PORT_009,Multimodal,27085.04,1559.38,100.0,1
PORT_006 -> PORT_011,Air,49463.68,1189.97,100.0,1
PORT_006 -> PORT_011,Sea,6458.18,2971.13,100.0,1
PORT_006 -> PORT_014,Road,23967.4,3065.0,100.0,1
PORT_006 -> PORT_015,Sea,48868.97,3736.02,100.0,1
PORT_006 -> PORT_018,Multimodal,8672.42,2493.63,100.0,1
PORT_006 -> PORT_019,Multimodal,12973.14,2252.24,0.0,1
PORT_006 -> PORT_019,Road,49992.59,419.58,100.0,1
PORT_006 -> PORT_025,Air,17980.41,4600.05,100.0,1
PORT_006 -> PORT_025,Rail,34526.28,3508.36,100.0,1
PORT_006 -> PORT_026,Rail,47789.99,2515.75,100.0,1
PORT_006 -> PORT_026,Sea,4282.75,4812.54,100.0,1
PORT_006 -> PORT_027,Multimodal,40702.37,3548.4,100.0,1
PORT_006 -> PORT_028,Road,19183.77,3171.46,100.0,1
PORT_006 -> PORT_030,Road,13570.74,3661.36,100.0,1
PORT_006 -> PORT_034,Road,49565.92,4394.06,100.0,1
PORT_006 -> PORT_035,Multimodal,21250.54,1195.73,100.0,1
PORT_006 -> PORT_041,Road,11292.77,3247.86,100.0,1
PORT_006 -> PORT_043,Air,27206.11,2210.93,100.0,1
PORT_006 -> PORT_044,Sea,20922.92,3491.69,100.0,1
PORT_006 -> PORT_045,Air,30823.19,333.67,100.0,1
PORT_006 -> PORT_046,Air,42024.41,970.77,100.0,1
PORT_006 -> PORT_047,Multimodal,27367.46,909.29,100.0,1
PORT_006 -> PORT_051,Road,21796.83,2531.9,0.0,1
PORT_006 -> PORT_051,Sea,33817.73,1152.94,100.0,1
PORT_006 -> PORT_058,Sea,31639.18,2177.75,100.0,1
PORT_006 -> PORT_059,Road,41169.0,4224.0,100.0,1
PORT_006 -> PORT_061,Multimodal,24074.18,4778.17,100.0,1
PORT_006 -> PORT_064,Air,48770.8,3727.8,100.0,1
PORT_006 -> PORT_067,Road,30989.72,1747.7,100.0,1
PORT_006 -> PORT_069,Air,22238.49,3374.98,100.0,1
PORT_006 -> PORT_069,Multimodal,3407.91,3756.93,100.0,1
PORT_006 -> PORT_070,Air,739.76,3518.56,0.0,1
PORT_006 -> PORT_072,Sea,48292.56,197.03,100.0,1
PORT_006 -> PORT_074,Multimodal,48299.49,4252.5,100.0,1
PORT_006 -> PORT_075,Road,36735.85,811.46,0.0,1
PORT_006 -> PORT_080,Multimodal,43044.11,1045.09,100.0,1
PORT_006 -> PORT_083,Rail,42093.28,3213.95,100.0,1
PORT_006 -> PORT_089,Road,12071.23,2563.01,50.0,2
PORT_006 -> PORT_090,Road,17807.65,667.88,100.0,1
PORT_006 -> PORT_091,Road,33680.88,2805.56,100.0,2
PORT_006 -> PORT_092,Air,28030.73,4304.35,100.0,1
PORT_006 -> PORT_092,Sea,1085.66,4261.83,100.0,1
PORT_006 -> PORT_095,Air,49274.66,4253.78,0.0,1
PORT_006 -> PORT_099,Road,47375.46,1251.9,0.0,1
PORT_006 -> PORT_102,Sea,42791.63,1333.14,100.0,1
PORT_006 -> PORT_104,Multimodal,1594.91,2645.55,100.0,1
PORT_006 -> PORT_107,Rail,18911.31,3260.09,100.0,1
PORT_006 -> PORT_108,Road,16172.14,650.79,100.0,1
PORT_006 -> PORT_109,Rail,8294.4,4450.91,0.0,1
PORT_006 -> PORT_113,Air,23905.08,1649.72,0.0,1
PORT_006 -> PORT_113,Multimodal,3225.61,4432.06,100.0,1
PORT_006 -> PORT_113,Rail,49937.65,1839.24,100.0,1
PORT_006 -> PORT_114,Rail,38491.41,88.91,100.0,1
PORT_006 -> PORT_117,Air,1289.55,3635.43,100.0,1
PORT_006 -> PORT_119,Air,38496.56,3419.23,100.0,1
PORT_006 -> PORT_121,Air,21681.09,4941.94,100.0,1
PORT_006 -> PORT_122,Multimodal,23375.44,3462.26,100.0,2
PORT_006 -> PORT_122,Sea,22632.41,1928.85,100.0,1
PORT_006 -> PORT_123,Sea,39621.77,232.83,0.0,1
PORT_006 -> PORT_126,Road,33870.05,1033.78,100.0,1
PORT_006 -> PORT_127,Multimodal,31002.28,4802.72,100.0,1
PORT_006 -> PORT_127,Road,46471.71,1006.34,100.0,1
PORT_006 -> PORT_129,Rail,28439.49,802.12,0.0,1
PORT_006 -> PORT_132,Multimodal,32083.22,1137.79,100.0,1
PORT_006 -> PORT_134,Air,19559.48,3826.14,100.0,1
PORT_006 -> PORT_134,Road,5059.62,4499.63,100.0,1
PORT_006 -> PORT_136,Air,4177.96,3523.29,100.0,1
PORT_006 -> PORT_137,Air,42515.11,4825.01,100.0,1
PORT_006 -> PORT_138,Rail,10478.33,4984.63,100.0,1
PORT_006 -> PORT_138,Sea,22219.64,4181.74,100.0,1
PORT_006 -> PORT_139,Multimodal,7022.84,3510.81,100.0,1
PORT_006 -> PORT_145,Rail,42395.92,896.92,100.0,1
PORT_006 -> PORT_146,Multimodal,41009.16,528.35,100.0,1
PORT_006 -> PORT_146,Rail,44956.88,2637.97,100.0,1
PORT_006 -> PORT_148,Multimodal,22966.74,3460.17,0.0,1
PORT_006 -> PORT_148,Sea,12733.86,3919.8,100.0,1
PORT_006 -> PORT_150,Road,9795.78,3673.77,0.0,1
PORT_006 -> PORT_154,Multimodal,33057.85,3300.06,100.0,1
PORT_006 -> PORT_155,Sea,22864.45,2095.87,100.0,1
PORT_006 -> PORT_156,Air,23887.4,1533.3,100.0,1
PORT_006 -> PORT_161,Multimodal,14958.64,630.19,100.0,1
PORT_006 -> PORT_166,Road,4878.45,1783.58,100.0,1
PORT_006 -> PORT_167,Air,13000.85,3012.43,100.0,1
PORT_006 -> PORT_167,Road,25782.07,4635.93,100.0,1
PORT_006 -> PORT_171,Road,6002.71,3208.8,100.0,1
PORT_006 -> PORT_172,Air,27954.91,362.73,100.0,1
PORT_006 -> PORT_182,Sea,5103.59,2327.96,100.0,1
PORT_006 -> PORT_183,Multimodal,37358.0,3335.95,100.0,1
PORT_006 -> PORT_187,Air,47173.96,2838.9,100.0,1
PORT_006 -> PORT_188,Rail,13677.2,3119.08,100.0,1
PORT_006 -> PORT_190,Multimodal,41274.79,2790.86,100.0,1
PORT_006 -> PORT_195,Multimodal,14963.63,4336.35,100.0,1
PORT_006 -> PORT_196,Road,34694.46,1791.82,100.0,1
PORT_006 -> PORT_197,Rail,33405.54,4321.26,100.0,1
PORT_006 -> PORT_198,Rail,3261.41,2902.09,0.0,1
PORT_007 -> PORT_002,Air,47161.07,1204.14,100.0,1
PORT_007 -> PORT_005,Road,45267.03,791.61,100.0,1
PORT_007 -> PORT_006,Rail,33262.4,3369.14,100.0,1
PORT_007 -> PORT_008,Air,6623.99,2438.29,100.0,1
PORT_007 -> PORT_009,Rail,17932.7,3263.21,100.0,1
PORT_007 -> PORT_010,Multimodal,34018.17,2382.88,100.0,1
PORT_007 -> PORT_010,Road,19947.86,4304.22,100.0,1
PORT_007 -> PORT_012,Multimodal,44421.33,2623.89,100.0,1
PORT_007 -> PORT_013,Multimodal,41612.16,2783.26,100.0,1
PORT_007 -> PORT_015,Road,48851.93,385.15,100.0,1
PORT_007 -> PORT_018,Sea,32208.44,461.27,100.0,1
PORT_007 -> PORT_022,Road,45804.81,1828.17,0.0,1
PORT_007 -> PORT_024,Rail,22733.3,1859.67,100.0,1
PORT_007 -> PORT_026,Rail,40134.2,2641.74,100.0,1
PORT_007 -> PORT_026,Road,47483.68,2041.65,100.0,1
PORT_007 -> PORT_030,Multimodal,39354.09,2092.17,100.0,1
PORT_007 -> PORT_030,Rail,3553.52,4906.03,0.0,1
PORT_007 -> PORT_031,Sea,4789.21,3232.54,100.0,1
PORT_007 -> PORT_032,Road,18328.59,638.38,100.0,2
PORT_007 -> PORT_035,Rail,8864.55,2715.38,100.0,2
PORT_007 -> PORT_042,Air,46902.49,2189.83,100.0,1
PORT_007 -> PORT_042,Road,39334.28,1729.43,0.0,1
PORT_007 -> PORT_044,Multimodal,35728.85,4670.89,100.0,1
PORT_007 -> PORT_045,Road,27804.67,923.41,100.0,1
PORT_007 -> PORT_046,Multimodal,9415.2,1573.46,100.0,1
PORT_007 -> PORT_049,Air,20309.96,1169.39,0.0,1
PORT_007 -> PORT_050,Rail,12751.6,1253.36,100.0,1
PORT_007 -> PORT_050,Road,12161.76,3664.93,100.0,1
PORT_007 -> PORT_051,Multimodal,35849.05,3820.41,100.0,1
PORT_007 -> PORT_052,Road,5130.11,4799.36,0.0,1
PORT_007 -> PORT_054,Air,22333.94,2543.33,100.0,2
PORT_007 -> PORT_056,Multimodal,35593.03,1956.33,100.0,1
PORT_007 -> PORT_057,Rail,41751.96,3222.68,0.0,1
PORT_007 -> PORT_058,Multimodal,11341.03,394.87,100.0,1
PORT_007 -> PORT_060,Multimodal,46928.4,4208.96,0.0,1
PORT_007 -> PORT_061,Multimodal,626.76,2965.89,100.0,1
PORT_007 -> PORT_069,Road,13834.91,1992.05,100.0,1
PORT_007 -> PORT_077,Rail,48283.93,117.8,0.0,1
PORT_007 -> PORT_081,Multimodal,23268.86,2292.54,100.0,1
PORT_007 -> PORT_081,Sea,11673.81,3229.81,100.0,1
PORT_007 -> PORT_084,Sea,41122.79,977.93,0.0,1
PORT_007 -> PORT_085,Sea,34661.55,2967.03,100.0,1
PORT_007 -> PORT_086,Multimodal,31097.69,935.66,100.0,1
PORT_007 -> PORT_087,Rail,13787.58,3724.67,50.0,2
PORT_007 -> PORT_088,Sea,14287.61,1720.58,0.0,1
PORT_007 -> PORT_090,Air,5191.9,4441.11,100.0,1
PORT_007 -> PORT_091,Multimodal,38230.66,1752.98,100.0,1
PORT_007 -> PORT_093,Air,31233.53,2179.44,100.0,1
PORT_007 -> PORT_098,Road,9433.34,1566.85,100.0,1
PORT_007 -> PORT_098,Sea,7505.7,729.09,100.0,1
PORT_007 -> PORT_100,Air,20613.58,1960.71,100.0,1
PORT_007 -> PORT_100,Road,10516.09,3613.25,100.0,1
PORT_007 -> PORT_103,Air,42913.01,2017.58,100.0,1
PORT_007 -> PORT_104,Sea,2996.45,1126.16,100.0,1
PORT_007 -> PORT_106,Sea,28895.73,3778.49,100.0,1
PORT_007 -> PORT_108,Road,17557.29,2039.81,100.0,2
PORT_007 -> PORT_109,Road,30092.19,546.33,100.0,1
PORT_007 -> PORT_110,Air,49141.48,3269.9,0.0,1
PORT_007 -> PORT_113,Multimodal,16136.47,4681.1,100.0,1
PORT_007 -> PORT_121,Rail,2044.92,1590.0,100.0,1
PORT_007 -> PORT_121,Road,29488.44,3277.88,100.0,1
PORT_007 -> PORT_123,Multimodal,24771.59,1199.69,100.0,1
PORT_007 -> PORT_124,Sea,22023.06,3286.67,100.0,1
PORT_007 -> PORT_126,Multimodal,23958.82,2890.98,50.0,2
PORT_007 -> PORT_128,Road,33129.52,3900.45,0.0,1
PORT_007 -> PORT_131,Sea,47879.16,2137.13,100.0,1
PORT_007 -> PORT_134,Multimodal,10092.21,4056.98,100.0,1
PORT_007 -> PORT_136,Air,14788.32,3471.41,100.0,1
PORT_007 -> PORT_136,Multimodal,32917.66,2749.74,0.0,1
PORT_007 -> PORT_138,Air,45261.21,1528.87,100.0,1
PORT_007 -> PORT_140,Rail,11255.74,1011.17,100.0,1
PORT_007 -> PORT_141,Rail,36632.03,3156.78,50.0,2
PORT_007 -> PORT_142,Air,7112.85,1366.2,100.0,1
PORT_007 -> PORT_144,Multimodal,44110.18,1593.65,100.0,1
PORT_007 -> PORT_145,Multimodal,14160.3,1544.19,100.0,1
PORT_007 -> PORT_146,Rail,14231.55,204.64,100.0,1
PORT_007 -> PORT_148,Sea,21258.06,780.53,100.0,1
PORT_007 -> PORT_156,Air,36206.65,399.8,100.0,1
PORT_007 -> PORT_156,Multimodal,20063.79,1778.57,100.0,1
PORT_007 -> PORT_156,Sea,22196.08,1337.19,100.0,1
PORT_007 -> PORT_157,Multimodal,18959.41,1196.31,100.0,1
PORT_007 -> PORT_159,Road,42122.86,3580.14,100.0,1
PORT_007 -> PORT_160,Sea,34758.23,4446.36,100.0,1
PORT_007 -> PORT_161,Rail,39980.68,2129.27,100.0,1
PORT_007 -> PORT_164,Multimodal,44573.76,2658.43,100.0,1
PORT_007 -> PORT_165,Air,30616.53,1796.21,100.0,1
PORT_007 -> PORT_165,Road,5627.58,3858.11,100.0,1
PORT_007 -> PORT_168,Multimodal,42312.84,2013.91,100.0,1
PORT_007 -> PORT_169,Rail,33858.45,3320.37,100.0,1
PORT_007 -> PORT_170,Multimodal,26671.12,1375.64,100.0,1
PORT_007 -> PORT_171,Rail,1610.79,1318.22,100.0,1
PORT_007 -> PORT_172,Sea,44765.37,990.16,100.0,1
PORT_007 -> PORT_174,Sea,49029.29,4512.03,0.0,1
PORT_007 -> PORT_175,Multimodal,29952.95,4226.94,0.0,1
PORT_007 -> PORT_175,Sea,18347.01,3670.81,0.0,1
PORT_007 -> PORT_176,Air,48929.82,4466.94,100.0,1
PORT_007 -> PORT_180,Rail,33290.46,2134.35,100.0,1
PORT_007 -> PORT_184,Air,46346.88,4918.99,100.0,1
PORT_007 -> PORT_188,Sea,21782.59,3630.06,0.0,1
PORT_007 -> PORT_189,Sea,30989.71,1340.84,100.0,1
PORT_007 -> PORT_190,Road,12488.83,2000.72,100.0,1
PORT_007 -> PORT_191,Rail,7806.96,1099.85,100.0,1
PORT_007 -> PORT_195,Sea,29039.82,518.03,100.0,1
PORT_007 -> PORT_196,Road,31395.25,294.93,100.0,1
PORT_007 -> PORT_200,Rail,16018.53,2497.94,100.0,1
PORT_008 -> PORT_007,Multimodal,36366.39,1208.65,100.0,1
PORT_008 -> PORT_010,Air,43314.24,3203.95,100.0,1
PORT_008 -> PORT_013,Multimodal,40747.2,1193.37,100.0,1
PORT_008 -> PORT_013,Rail,32566.35,322.0,100.0,1
PORT_008 -> PORT_013,Sea,30393.91,4621.47,100.0,1
PORT_008 -> PORT_014,Air,7540.51,4822.11,0.0,1
PORT_008 -> PORT_019,Air,16003.25,1708.19,100.0,1
PORT_008 -> PORT_019,Road,7124.6,3103.27,100.0,1
PORT_008 -> PORT_020,Multimodal,9573.4,2894.33,100.0,1
PORT_008 -> PORT_020,Sea,16656.75,794.82,100.0,1
PORT_008 -> PORT_021,Road,39076.4,2347.78,0.0,1
PORT_008 -> PORT_022,Road,24982.64,912.7,100.0,2
PORT_008 -> PORT_024,Road,35306.75,1190.73,0.0,1
PORT_008 -> PORT_025,Road,4790.52,4788.46,100.0,1
PORT_008 -> PORT_026,Multimodal,36855.43,2162.12,100.0,1
PORT_008 -> PORT_028,Rail,20614.0,3742.09,100.0,1
PORT_008 -> PORT_028,Road,28774.35,332.88,100.0,1
PORT_008 -> PORT_029,Air,38730.31,2772.67,100.0,1
PORT_008 -> PORT_036,Multimodal,6834.99,1930.85,100.0,1
PORT_008 -> PORT_037,Air,8181.31,105.74,100.0,1
PORT_008 -> PORT_042,Multimodal,11229.89,4344.91,100.0,1
PORT_008 -> PORT_045,Multimodal,10855.21,4958.73,100.0,1
PORT_008 -> PORT_046,Air,41423.8,112.86,100.0,1
PORT_008 -> PORT_047,Rail,966.42,957.25,100.0,1
PORT_008 -> PORT_053,Rail,21097.89,3419.63,100.0,1
PORT_008 -> PORT_054,Rail,49822.22,497.43,100.0,1
PORT_008 -> PORT_054,Road,39640.41,154.03,100.0,1
PORT_008 -> PORT_057,Air,21557.76,599.55,100.0,1
PORT_008 -> PORT_066,Multimodal,36609.83,2773.97,100.0,1
PORT_008 -> PORT_069,Multimodal,34478.3,133.61,100.0,1
PORT_008 -> PORT_074,Road,29335.82,4944.67,100.0,1
PORT_008 -> PORT_076,Sea,14719.14,217.65,100.0,1
PORT_008 -> PORT_082,Rail,9008.45,1857.59,100.0,1
PORT_008 -> PORT_084,Air,34929.08,3123.91,0.0,1
PORT_008 -> PORT_084,Road,27597.72,1713.46,100.0,1
PORT_008 -> PORT_089,Sea,44267.2,4160.77,100.0,1
PORT_008 -> PORT_091,Air,31065.72,3148.74,100.0,1
PORT_008 -> PORT_091,Sea,35577.01,4990.87,100.0,1
PORT_008 -> PORT_092,Sea,18164.25,2922.68,100.0,1
PORT_008 -> PORT_094,Sea,39171.71,627.46,0.0,1
PORT_008 -> PORT_101,Rail,20696.26,3336.71,100.0,1
PORT_008 -> PORT_103,Multimodal,22686.66,3752.31,100.0,1
PORT_008 -> PORT_105,Road,19559.89,1179.81,100.0,1
PORT_008 -> PORT_108,Road,3479.18,3088.9,50.0,2
PORT_008 -> PORT_108,Sea,37018.01,2526.97,100.0,1
PORT_008 -> PORT_109,Multimodal,6066.8,3884.36,100.0,1
PORT_008 -> PORT_111,Multimodal,12535.45,1905.96,100.0,1
PORT_008 -> PORT_115,Air,13139.67,3677.6,100.0,1
PORT_008 -> PORT_120,Multimodal,19290.6,2817.91,100.0,1
PORT_008 -> PORT_122,Sea,30501.02,3995.22,100.0,1
PORT_008 -> PORT_123,Multimodal,47044.96,286.82,100.0,1
PORT_008 -> PORT_126,Rail,31088.93,710.29,0.0,1
PORT_008 -> PORT_128,Air,5093.25,2949.23,100.0,1
PORT_008 -> PORT_129,Air,42479.91,2947.97,100.0,1
PORT_008 -> PORT_131,Sea,5288.42,2494.79,100.0,1
PORT_008 -> PORT_133,Rail,43411.62,4898.18,100.0,1
PORT_008 -> PORT_133,Road,32917.4,1284.21,100.0,1
PORT_008 -> PORT_138,Road,5986.45,4399.76,0.0,1
PORT_008 -> PORT_140,Multimodal,19682.46,4837.0,100.0,1
PORT_008 -> PORT_143,Air,34235.1,2289.9,100.0,1
PORT_008 -> PORT_144,Road,15963.5,3129.84,50.0,2
PORT_008 -> PORT_149,Road,19235.88,852.49,100.0,1
PORT_008 -> PORT_150,Multimodal,34759.85,2661.81,100.0,1
PORT_008 -> PORT_150,Rail,29439.8,726.27,100.0,1
PORT_008 -> PORT_151,Multimodal,10257.16,2316.92,100.0,1
PORT_008 -> PORT_154,Road,8757.99,511.28,0.0,1
PORT_008 -> PORT_156,Air,30738.04,783.54,100.0,1
PORT_008 -> PORT_156,Road,11382.23,4917.76,100.0,1
PORT_008 -> PORT_157,Road,22125.49,4156.32,100.0,1
PORT_008 -> PORT_158,Multimodal,47253.59,1873.03,100.0,1
PORT_008 -> PORT_163,Air,33956.87,130.2,100.0,1
PORT_008 -> PORT_164,Sea,15734.0,182.44,100.0,1
PORT_008 -> PORT_165,Road,34568.79,4215.0,100.0,1
PORT_008 -> PORT_172,Multimodal,14684.29,205.85,100.0,1
PORT_008 -> PORT_172,Rail,34305.85,4649.73,0.0,1
PORT_008 -> PORT_173,Sea,27991.12,2294.92,100.0,1
PORT_008 -> PORT_179,Multimodal,18495.63,4679.54,100.0,1
PORT_008 -> PORT_185,Rail,7700.71,3251.12,100.0,1
PORT_008 -> PORT_194,Air,40062.66,4887.97,0.0,1
PORT_008 -> PORT_197,Road,24877.81,766.67,100.0,1
PORT_008 -> PORT_200,Sea,40668.45,1378.47,100.0,1
PORT_009 -> PORT_002,Sea,38304.99,3908.0,100.0,1
PORT_009 -> PORT_004,Multimodal,40853.11,1767.15,100.0,1
PORT_009 -> PORT_004,Sea,6435.7,241.58,100.0,1
PORT_009 -> PORT_006,Sea,10076.51,2556.59,100.0,1
PORT_009 -> PORT_008,Multimodal,7613.66,3750.57,100.0,1
PORT_009 -> PORT_009,Air,9337.0,4414.37,100.0,1
PORT_009 -> PORT_009,Rail,35534.34,1733.94,100.0,1
PORT_009 -> PORT_009,Road,35653.67,791.13,100.0,1
PORT_009 -> PORT_014,Sea,16902.8,4837.87,100.0,1
PORT_009 -> PORT_015,Multimodal,19768.11,2893.51,100.0,1
PORT_009 -> PORT_016,Air,1711.43,2044.79,100.0,1
PORT_009 -> PORT_016,Sea,17520.33,4483.0,100.0,1
PORT_009 -> PORT_019,Road,36950.45,4692.43,100.0,1
PORT_009 -> PORT_021,Multimodal,9238.74,750.95,100.0,1
PORT_009 -> PORT_021,Sea,36673.91,2811.45,100.0,1
PORT_009 -> PORT_022,Air,8472.82,3422.55,100.0,1
PORT_009 -> PORT_022,Multimodal,3358.02,585.63,100.0,1
PORT_009 -> PORT_022,Rail,25303.48,2150.0,100.0,1
PORT_009 -> PORT_025,Air,26131.2,4627.83,0.0,1
PORT_009 -> PORT_026,Road,21197.19,1399.52,100.0,1
PORT_009 -> PORT_028,Multimodal,29640.49,3601.28,100.0,1
PORT_009 -> PORT_028,Road,32563.27,4944.3,0.0,1
PORT_009 -> PORT_030,Sea,31488.0,2709.29,100.0,1
PORT_009 -> PORT_031,Road,31959.43,210.69,100.0,1
PORT_009 -> PORT_033,Rail,17819.78,2572.33,100.0,1
PORT_009 -> PORT_039,Multimodal,43051.53,666.66,100.0,1
PORT_009 -> PORT_045,Road,13051.41,2071.35,100.0,1
PORT_009 -> PORT_048,Air,27463.13,2905.37,100.0,1
PORT_009 -> PORT_048,Rail,7695.24,1768.05,100.0,1
PORT_009 -> PORT_048,Road,39387.1,4803.79,100.0,1
PORT_009 -> PORT_050,Air,29761.65,1474.18,100.0,1
PORT_009 -> PORT_051,Air,17925.54,1601.74,100.0,1
PORT_009 -> PORT_053,Road,1693.48,3102.56,100.0,1
PORT_009 -> PORT_058,Sea,43735.85,2519.25,100.0,1
PORT_009 -> PORT_059,Rail,43450.65,1647.69,100.0,1
PORT_009 -> PORT_060,Road,42577.72,3316.27,100.0,1
PORT_009 -> PORT_062,Sea,599.22,3980.86,100.0,1
PORT_009 -> PORT_068,Rail,22025.23,3049.2,100.0,1
PORT_009 -> PORT_069,Air,30373.22,3960.22,100.0,1
PORT_009 -> PORT_070,Rail,20419.67,1408.99,100.0,1
PORT_009 -> PORT_072,Air,42593.96,4279.33,100.0,1
PORT_009 -> PORT_076,Sea,13355.49,1847.83,100.0,1
PORT_009 -> PORT_079,Multimodal,5805.76,2460.25,100.0,1
PORT_009 -> PORT_080,Road,48058.91,4823.26,100.0,1
PORT_009 -> PORT_082,Rail,45285.51,4906.39,100.0,1
PORT_009 -> PORT_082,Sea,44609.9,2205.33,0.0,1
PORT_009 -> PORT_083,Air,44375.23,2346.27,100.0,1
PORT_009 -> PORT_084,Multimodal,35337.54,2128.08,100.0,1
